date,time,minutes,category,activity,member
2022-08-19,18:00,33,Uncategorized,Uncategorized,e
2022-08-19,18:00,29,Software Development,Editing & IDEs,e
2022-08-19,18:00,29,Software Development,Editing & IDEs,e
2022-08-19,18:00,27,Communication & Scheduling,General,e
2022-08-19,18:00,25,Software Development,Editing & IDEs,e
2022-08-19,18:00,24,Software Development,Editing & IDEs,e
2022-08-19,18:00,24,Entertainment,Music,e
2022-08-19,18:00,24,Software Development,Editing & IDEs,e
2022-08-19,18:00,22,Uncategorized,Uncategorized,e
2022-08-19,18:00,20,Software Development,General,e
2022-08-19,18:00,20,Software Development,Editing & IDEs,e
2022-08-19,18:00,18,Software Development,Editing & IDEs,e
2022-08-19,18:00,16,Utilities,Browsers,e
2022-08-19,18:00,16,Software Development,General,e
2022-08-19,18:00,15,Utilities,Browsers,e
2022-08-19,18:00,15,Software Development,Editing & IDEs,e
2022-08-19,18:00,14,Software Development,General,e
2022-08-19,18:00,13,Software Development,General,e
2022-08-19,18:00,12,Software Development,General,e
2022-08-19,18:00,11,Communication & Scheduling,Email,e
2022-08-19,18:00,11,Software Development,Editing & IDEs,e
2022-08-19,18:00,10,Utilities,General,e
2022-08-19,18:00,9,Software Development,Editing & IDEs,e
2022-08-19,18:00,8,Software Development,General,e
2022-08-19,18:00,8,Software Development,General,e
2022-08-19,18:00,8,Reference & Learning,Search,e
2022-08-19,18:00,8,Reference & Learning,Search,e
2022-08-19,18:00,7,Software Development,Editing & IDEs,e
2022-08-19,18:00,7,Uncategorized,Uncategorized,e
2022-08-19,18:00,5,Software Development,Editing & IDEs,e
2022-08-19,18:00,5,Software Development,Editing & IDEs,e
2022-08-19,18:00,5,Software Development,General,e
2022-08-19,18:00,5,Software Development,General,e
2022-08-19,18:00,4,Software Development,Editing & IDEs,e
2022-08-19,18:00,4,Software Development,Editing & IDEs,e
2022-08-19,18:00,4,Reference & Learning,Search,e
2022-08-19,18:00,4,Software Development,General,e
2022-08-19,18:00,4,Reference & Learning,Search,e
2022-08-19,18:00,4,Utilities,General,e
2022-08-19,18:00,4,Software Development,General,e
2022-08-19,18:00,4,Software Development,General,e
2022-08-19,18:00,3,Uncategorized,Uncategorized,e
2022-08-19,18:00,3,Uncategorized,Uncategorized,e
2022-08-19,19:00,1159,Entertainment,Video,e
2022-08-19,19:00,860,News & Opinion,General,e
2022-08-19,19:00,411,Communication & Scheduling,General,e
2022-08-19,19:00,365,Utilities,General,e
2022-08-19,19:00,341,News & Opinion,General,e
2022-08-19,19:00,292,Uncategorized,Uncategorized,e
2022-08-19,19:00,152,Uncategorized,Uncategorized,e
2022-08-19,19:00,127,Social Networking,General,e
2022-08-19,19:00,88,Utilities,Browsers,e
2022-08-19,19:00,50,Software Development,General,e
2022-08-19,19:00,44,News & Opinion,General,e
2022-08-19,19:00,41,Entertainment,Music,e
2022-08-19,19:00,40,Communication & Scheduling,Instant Message,e
2022-08-19,19:00,36,Communication & Scheduling,General,e
2022-08-19,19:00,33,News & Opinion,General,e
2022-08-19,19:00,30,Communication & Scheduling,General,e
2022-08-19,19:00,30,Software Development,Editing & IDEs,e
2022-08-19,19:00,26,News & Opinion,General,e
2022-08-19,19:00,19,Communication & Scheduling,General,e
2022-08-19,19:00,17,Software Development,Editing & IDEs,e
2022-08-19,19:00,16,Communication & Scheduling,General,e
2022-08-19,19:00,16,Uncategorized,Uncategorized,e
2022-08-19,19:00,14,Software Development,Editing & IDEs,e
2022-08-19,19:00,14,News & Opinion,General,e
2022-08-19,19:00,13,Reference & Learning,General,e
2022-08-19,19:00,10,Communication & Scheduling,General,e
2022-08-19,19:00,10,Reference & Learning,Search,e
2022-08-19,19:00,10,News & Opinion,General,e
2022-08-19,19:00,9,News & Opinion,General,e
2022-08-19,19:00,8,Communication & Scheduling,General,e
2022-08-19,19:00,8,Reference & Learning,Search,e
2022-08-19,19:00,8,Communication & Scheduling,Instant Message,e
2022-08-19,19:00,8,Communication & Scheduling,General,e
2022-08-19,19:00,7,Uncategorized,Uncategorized,e
2022-08-19,19:00,7,News & Opinion,General,e
2022-08-19,19:00,6,News & Opinion,General,e
2022-08-19,19:00,6,Utilities,General,e
2022-08-19,19:00,5,Utilities,General,e
2022-08-19,19:00,5,Utilities,General,e
2022-08-19,19:00,4,Utilities,Browsers,e
2022-08-19,19:00,4,Entertainment,Photos,e
2022-08-19,19:00,4,News & Opinion,General,e
2022-08-19,19:00,4,News & Opinion,General,e
2022-08-19,19:00,4,News & Opinion,General,e
2022-08-19,19:00,4,News & Opinion,General,e
2022-08-19,19:00,4,News & Opinion,General,e
2022-08-19,19:00,4,News & Opinion,General,e
2022-08-19,19:00,2,Communication & Scheduling,General,e
2022-08-19,19:00,1,Communication & Scheduling,Instant Message,e
2022-08-19,20:00,615,Entertainment,Video,e
2022-08-19,20:00,8,Reference & Learning,Search,e
2022-08-19,21:00,625,Entertainment,Video,e
2022-08-19,21:00,346,Uncategorized,Uncategorized,e
2022-08-19,21:00,315,Entertainment,Video,e
2022-08-19,21:00,173,Reference & Learning,General,e
2022-08-19,21:00,160,Entertainment,Video,e
2022-08-19,21:00,155,Software Development,Editing & IDEs,e
2022-08-19,21:00,150,Communication & Scheduling,Instant Message,e
2022-08-19,21:00,120,Reference & Learning,Search,e
2022-08-19,21:00,95,Entertainment,Video,e
2022-08-19,21:00,91,Software Development,Editing & IDEs,e
2022-08-19,21:00,81,Entertainment,Video,e
2022-08-19,21:00,64,Reference & Learning,General,e
2022-08-19,21:00,58,Reference & Learning,Engineering & Technology,e
2022-08-19,21:00,51,Software Development,General,e
2022-08-19,21:00,37,Utilities,Browsers,e
2022-08-19,21:00,36,Reference & Learning,Search,e
2022-08-19,21:00,34,Other Work,Communications,e
2022-08-19,21:00,33,Entertainment,Video,e
2022-08-19,21:00,32,Communication & Scheduling,General,e
2022-08-19,21:00,31,Reference & Learning,General,e
2022-08-19,21:00,26,Entertainment,General,e
2022-08-19,21:00,24,Communication & Scheduling,General,e
2022-08-19,21:00,23,Communication & Scheduling,General,e
2022-08-19,21:00,23,Reference & Learning,General,e
2022-08-19,21:00,22,Reference & Learning,General,e
2022-08-19,21:00,21,Reference & Learning,Search,e
2022-08-19,21:00,21,Software Development,Editing & IDEs,e
2022-08-19,21:00,20,Software Development,Editing & IDEs,e
2022-08-19,21:00,20,Communication & Scheduling,General,e
2022-08-19,21:00,19,Software Development,Editing & IDEs,e
2022-08-19,21:00,19,Reference & Learning,Search,e
2022-08-19,21:00,18,Entertainment,Video,e
2022-08-19,21:00,17,Communication & Scheduling,General,e
2022-08-19,21:00,14,Communication & Scheduling,General,e
2022-08-19,21:00,13,Software Development,Editing & IDEs,e
2022-08-19,21:00,13,Reference & Learning,General,e
2022-08-19,21:00,11,Reference & Learning,Search,e
2022-08-19,21:00,11,Reference & Learning,Search,e
2022-08-19,21:00,10,Uncategorized,Uncategorized,e
2022-08-19,21:00,10,Software Development,General,e
2022-08-19,21:00,10,Entertainment,Video,e
2022-08-19,21:00,9,Software Development,General,e
2022-08-19,21:00,8,Software Development,Editing & IDEs,e
2022-08-19,21:00,7,Entertainment,Video,e
2022-08-19,21:00,7,Entertainment,Video,e
2022-08-19,21:00,7,Reference & Learning,Search,e
2022-08-19,21:00,7,Reference & Learning,Search,e
2022-08-19,21:00,6,Reference & Learning,Search,e
2022-08-19,21:00,6,Reference & Learning,Search,e
2022-08-19,21:00,5,Software Development,General,e
2022-08-19,21:00,5,Software Development,General,e
2022-08-19,21:00,4,Entertainment,Video,e
2022-08-19,21:00,4,Software Development,Editing & IDEs,e
2022-08-19,21:00,4,Entertainment,Video,e
2022-08-19,21:00,4,Software Development,Editing & IDEs,e
2022-08-19,21:00,4,Uncategorized,Uncategorized,e
2022-08-19,21:00,4,Reference & Learning,Search,e
2022-08-19,21:00,4,Entertainment,Video,e
2022-08-19,21:00,4,Reference & Learning,Search,e
2022-08-19,21:00,4,Reference & Learning,Search,e
2022-08-19,21:00,4,Communication & Scheduling,General,e
2022-08-19,21:00,4,Reference & Learning,General,e
2022-08-19,21:00,4,Software Development,General,e
2022-08-19,21:00,4,Entertainment,Video,e
2022-08-19,21:00,4,Uncategorized,Uncategorized,e
2022-08-19,21:00,2,Communication & Scheduling,General,e
2022-08-19,21:00,1,Utilities,General,e
2022-08-19,22:00,630,Entertainment,Video,e
2022-08-19,22:00,458,Entertainment,Video,e
2022-08-19,22:00,434,Entertainment,Video,e
2022-08-19,22:00,266,Communication & Scheduling,General,e
2022-08-19,22:00,234,Entertainment,Video,e
2022-08-19,22:00,203,Entertainment,Video,e
2022-08-19,22:00,149,Entertainment,Video,e
2022-08-19,22:00,140,Social Networking,General,e
2022-08-19,22:00,123,Entertainment,Video,e
2022-08-19,22:00,110,Reference & Learning,Engineering & Technology,e
2022-08-19,22:00,109,Entertainment,Video,e
2022-08-19,22:00,97,Entertainment,Video,e
2022-08-19,22:00,96,Entertainment,Video,e
2022-08-19,22:00,73,News & Opinion,General,e
2022-08-19,22:00,65,Communication & Scheduling,General,e
2022-08-19,22:00,56,Reference & Learning,Search,e
2022-08-19,22:00,50,Entertainment,Video,e
2022-08-19,22:00,36,Entertainment,Video,e
2022-08-19,22:00,25,Communication & Scheduling,General,e
2022-08-19,22:00,21,Other Work,Communications,e
2022-08-19,22:00,19,Entertainment,Video,e
2022-08-19,22:00,18,Entertainment,Video,e
2022-08-19,22:00,16,Entertainment,Video,e
2022-08-19,22:00,14,Communication & Scheduling,General,e
2022-08-19,22:00,14,Entertainment,Video,e
2022-08-19,22:00,13,Uncategorized,Uncategorized,e
2022-08-19,22:00,11,Communication & Scheduling,General,e
2022-08-19,22:00,11,Entertainment,Video,e
2022-08-19,22:00,10,Communication & Scheduling,General,e
2022-08-19,22:00,10,Entertainment,General,e
2022-08-19,22:00,9,Utilities,Browsers,e
2022-08-19,22:00,8,Communication & Scheduling,General,e
2022-08-19,22:00,7,Reference & Learning,Search,e
2022-08-19,22:00,6,Utilities,General,e
2022-08-19,22:00,5,Reference & Learning,Search,e
2022-08-19,22:00,5,Social Networking,General,e
2022-08-19,22:00,5,Entertainment,Video,e
2022-08-19,22:00,5,Utilities,General,e
2022-08-19,22:00,5,Uncategorized,Uncategorized,e
2022-08-19,22:00,4,Entertainment,Video,e
2022-08-19,22:00,4,Entertainment,Video,e
2022-08-19,22:00,3,Other Work,Communications,e
2022-08-19,22:00,3,Entertainment,Video,e
2022-08-19,23:00,1535,Entertainment,Games,e
2022-08-19,23:00,443,Social Networking,General,e
2022-08-19,23:00,306,Social Networking,General,e
2022-08-19,23:00,211,Uncategorized,Uncategorized,e
2022-08-19,23:00,157,Social Networking,General,e
2022-08-19,23:00,101,Social Networking,General,e
2022-08-19,23:00,77,Social Networking,General,e
2022-08-19,23:00,41,Other Work,Communications,e
2022-08-19,23:00,39,News & Opinion,General,e
2022-08-19,23:00,27,Utilities,General,e
2022-08-19,23:00,17,Social Networking,General,e
2022-08-19,23:00,14,Other Work,Communications,e
2022-08-19,23:00,6,Social Networking,General,e
2022-08-19,23:00,5,Utilities,Browsers,e
2022-08-19,23:00,5,Other Work,Communications,e
2022-08-19,23:00,4,Utilities,General,e
2022-08-19,23:00,3,Social Networking,General,e
2022-08-19,23:00,2,Entertainment,Games,e
2022-08-19,23:00,2,Entertainment,Games,e
2022-08-19,23:00,1,Entertainment,Games,e
2022-08-20,16:00,97,Reference & Learning,Employment,d
2022-08-20,16:00,33,Design & Composition,Writing,d
2022-08-20,16:00,14,Entertainment,General,d
2022-08-20,16:00,9,Reference & Learning,Search,d
2022-08-20,16:00,4,Utilities,Browsers,d
2022-08-20,16:00,3,Social Networking,General,d
2022-08-20,16:00,1,Utilities,General,d
2022-08-20,17:00,1117,Communication & Scheduling,General,d
2022-08-20,17:00,349,Business,General,d
2022-08-20,17:00,292,Reference & Learning,General,d
2022-08-20,17:00,88,Reference & Learning,Search,d
2022-08-20,17:00,33,News & Opinion,General,d
2022-08-20,17:00,21,Entertainment,Video,d
2022-08-20,17:00,18,Utilities,Browsers,d
2022-08-20,17:00,6,News & Opinion,General,d
2022-08-20,17:00,4,Reference & Learning,Search,d
2022-08-20,17:00,3,Reference & Learning,Employment,d
2022-08-20,17:00,2,Reference & Learning,Employment,d
2022-08-20,17:00,1,Design & Composition,Writing,d
2022-08-20,17:00,1,Utilities,Browsers,d
2022-08-20,17:00,1,Business,General,d
2022-08-20,17:00,1,Social Networking,General,d
2022-08-20,18:00,1274,Business,General,d
2022-08-20,18:00,1083,Communication & Scheduling,General,d
2022-08-20,18:00,302,Design & Composition,Writing,d
2022-08-20,18:00,177,Reference & Learning,General,d
2022-08-20,18:00,144,Utilities,General,d
2022-08-20,18:00,100,Reference & Learning,Search,d
2022-08-20,18:00,83,Software Development,General,d
2022-08-20,18:00,31,Business,General,d
2022-08-20,18:00,25,Reference & Learning,Search,d
2022-08-20,18:00,11,Communication & Scheduling,Calendars,d
2022-08-20,18:00,7,Utilities,Browsers,d
2022-08-20,18:00,3,Business,Intelligence,d
2022-08-20,18:00,2,Uncategorized,Uncategorized,d
2022-08-20,19:00,176,Communication & Scheduling,General,d
2022-08-20,19:00,103,Design & Composition,Writing,d
2022-08-20,19:00,34,Business,Intelligence,d
2022-08-20,19:00,13,Business,General,d
2022-08-20,19:00,8,Business,General,d
2022-08-20,19:00,6,Utilities,Browsers,d
2022-08-20,19:00,6,Reference & Learning,General,d
2022-08-20,19:00,1,Reference & Learning,Employment,d
2022-08-20,23:00,1791,Entertainment,Video,d
2022-08-20,23:00,582,Communication & Scheduling,General,d
2022-08-20,23:00,27,Utilities,Browsers,d
2022-08-20,23:00,19,Uncategorized,Uncategorized,d
2022-08-20,23:00,16,Reference & Learning,Search,d
2022-08-20,23:00,15,Business,General,d
2022-08-20,0:00,1003,Utilities,General,e
2022-08-20,0:00,623,Uncategorized,Uncategorized,e
2022-08-20,0:00,139,Entertainment,Games,e
2022-08-20,0:00,100,News & Opinion,General,e
2022-08-20,0:00,98,Uncategorized,Uncategorized,e
2022-08-20,0:00,88,News & Opinion,Science & Technology,e
2022-08-20,0:00,80,Communication & Scheduling,General,e
2022-08-20,0:00,38,Reference & Learning,Health & Medicine,e
2022-08-20,0:00,36,Uncategorized,Uncategorized,e
2022-08-20,0:00,35,Reference & Learning,Search,e
2022-08-20,0:00,29,Utilities,General,e
2022-08-20,0:00,27,Utilities,General,e
2022-08-20,0:00,27,Entertainment,Video,e
2022-08-20,0:00,27,Utilities,Browsers,e
2022-08-20,0:00,26,Reference & Learning,Search,e
2022-08-20,0:00,20,Utilities,Browsers,e
2022-08-20,0:00,15,Reference & Learning,Search,e
2022-08-20,0:00,14,Software Development,Data Modeling & Analysis,e
2022-08-20,0:00,12,Utilities,General,e
2022-08-20,0:00,12,Social Networking,General,e
2022-08-20,0:00,11,Other Work,Communications,e
2022-08-20,0:00,9,Uncategorized,Uncategorized,e
2022-08-20,0:00,9,Social Networking,General,e
2022-08-20,0:00,8,Utilities,General,e
2022-08-20,0:00,8,Utilities,General,e
2022-08-20,0:00,8,Utilities,General,e
2022-08-20,0:00,7,Utilities,General,e
2022-08-20,0:00,5,Reference & Learning,General,e
2022-08-20,0:00,5,Utilities,General,e
2022-08-20,0:00,4,Entertainment,Video,e
2022-08-20,0:00,4,Utilities,General,e
2022-08-20,0:00,4,Uncategorized,Uncategorized,e
2022-08-20,0:00,4,Software Development,Data Modeling & Analysis,e
2022-08-20,0:00,3,Reference & Learning,Search,e
2022-08-20,0:00,3,Software Development,Data Modeling & Analysis,e
2022-08-20,0:00,3,Communication & Scheduling,General,e
2022-08-20,0:00,1,Reference & Learning,General,e
2022-08-20,6:00,61,Reference & Learning,Health & Medicine,e
2022-08-20,6:00,49,Utilities,General,e
2022-08-20,6:00,38,Uncategorized,Uncategorized,e
2022-08-20,6:00,31,Uncategorized,Uncategorized,e
2022-08-20,6:00,24,Uncategorized,Uncategorized,e
2022-08-20,6:00,13,Entertainment,Photos,e
2022-08-20,7:00,1403,Communication & Scheduling,Meetings,e
2022-08-20,7:00,1386,Communication & Scheduling,General,e
2022-08-20,7:00,137,Communication & Scheduling,Email,e
2022-08-20,7:00,103,Communication & Scheduling,Meetings,e
2022-08-20,7:00,53,Uncategorized,Uncategorized,e
2022-08-20,7:00,49,Entertainment,Video,e
2022-08-20,7:00,42,Utilities,General,e
2022-08-20,7:00,36,Shopping,General,e
2022-08-20,7:00,35,Reference & Learning,Search,e
2022-08-20,7:00,31,News & Opinion,General,e
2022-08-20,7:00,23,Uncategorized,Uncategorized,e
2022-08-20,7:00,22,Communication & Scheduling,Meetings,e
2022-08-20,7:00,19,Utilities,General,e
2022-08-20,7:00,14,Communication & Scheduling,Meetings,e
2022-08-20,7:00,13,Uncategorized,Uncategorized,e
2022-08-20,7:00,12,Other Work,Communications,e
2022-08-20,7:00,12,Communication & Scheduling,Meetings,e
2022-08-20,7:00,12,Reference & Learning,Search,e
2022-08-20,7:00,11,Utilities,Browsers,e
2022-08-20,7:00,11,Reference & Learning,Search,e
2022-08-20,7:00,11,Uncategorized,Uncategorized,e
2022-08-20,7:00,10,Uncategorized,Uncategorized,e
2022-08-20,7:00,10,Uncategorized,Uncategorized,e
2022-08-20,7:00,10,Reference & Learning,Search,e
2022-08-20,7:00,10,Reference & Learning,Search,e
2022-08-20,7:00,10,Uncategorized,Uncategorized,e
2022-08-20,7:00,9,Uncategorized,Uncategorized,e
2022-08-20,7:00,8,Uncategorized,Uncategorized,e
2022-08-20,7:00,7,Uncategorized,Uncategorized,e
2022-08-20,7:00,7,Other Work,Communications,e
2022-08-20,7:00,7,Entertainment,Music,e
2022-08-20,7:00,5,Utilities,General,e
2022-08-20,7:00,5,Utilities,General,e
2022-08-20,7:00,5,Reference & Learning,Search,e
2022-08-20,7:00,5,News & Opinion,General,e
2022-08-20,7:00,5,Utilities,General,e
2022-08-20,7:00,5,Uncategorized,Uncategorized,e
2022-08-20,7:00,4,Communication & Scheduling,Meetings,e
2022-08-20,7:00,4,Utilities,General,e
2022-08-20,7:00,4,Reference & Learning,Search,e
2022-08-20,7:00,2,Uncategorized,Uncategorized,e
2022-08-20,8:00,687,Communication & Scheduling,Meetings,e
2022-08-20,8:00,533,Entertainment,Video,e
2022-08-20,8:00,467,Entertainment,Video,e
2022-08-20,8:00,446,Communication & Scheduling,General,e
